event_id,datetime,date,direction,event_type,intensity,x_km,y_km
E00811,2026-09-22 08:12:00,2026-09-22,Напрямок Б,Авіаудар (КАБ),2.0,23.45,24.6
E00832,2026-09-22 08:41:00,2026-09-22,Напрямок В,Дії ДРГ,1.0,36.69,21.74
E00823,2026-09-22 08:49:00,2026-09-22,Напрямок В,Удар БпЛА,1.0,34.03,19.71
E00797,2026-09-22 09:26:00,2026-09-22,Напрямок Б,Артобстріл,3.0,22.7,22.07
E00831,2026-09-22 10:03:00,2026-09-22,Напрямок В,Удар БпЛА,3.0,35.47,17.21
E00812,2026-09-22 10:19:00,2026-09-22,Напрямок Б,Удар БпЛА,2.0,23.49,22.3
E00804,2026-09-22 10:42:00,2026-09-22,Напрямок Б,Артобстріл,2.0,16.96,21.56
E00810,2026-09-22 11:00:00,2026-09-22,Напрямок Б,Штурмові дії,3.0,21.95,25.18
E00830,2026-09-22 11:33:00,2026-09-22,Напрямок В,Удар БпЛА,3.0,38.14,14.41
E00813,2026-09-22 12:25:00,2026-09-22,Напрямок Б,Артобстріл,3.0,19.97,24.31
E00792,2026-09-22 13:29:00,2026-09-22,Напрямок А,Артобстріл,2.0,11.39,28.97
E00808,2026-09-22 13:33:00,2026-09-22,Напрямок Б,Авіаудар (КАБ),2.0,21.53,21.04
E00803,2026-09-22 14:27:00,2026-09-22,Напрямок Б,Артобстріл,5.0,19.06,24.54
E00820,2026-09-22 14:47:00,2026-09-22,Напрямок Б,Авіаудар (КАБ),4.0,22.84,28.53
E00815,2026-09-22 14:52:00,2026-09-22,Напрямок Б,Штурмові дії,3.0,26.79,26.37
E00798,2026-09-22 15:31:00,2026-09-22,Напрямок Б,Авіаудар (КАБ),2.0,19.1,27.29
E00818,2026-09-22 16:13:00,2026-09-22,Напрямок Б,Штурмові дії,3.0,18.68,28.79
E00826,2026-09-22 17:49:00,2026-09-22,Напрямок В,Авіаудар (КАБ),3.0,41.04,18.46
E00834,2026-09-22 17:53:00,2026-09-22,Напрямок Г,Артобстріл,2.0,52.42,7.52
E00817,2026-09-22 18:50:00,2026-09-22,Напрямок Б,Удар БпЛА,3.0,27.44,27.4
E00822,2026-09-22 20:00:00,2026-09-22,Напрямок Б,Удар БпЛА,2.0,20.25,23.96
E00827,2026-09-22 20:12:00,2026-09-22,Напрямок В,Артобстріл,2.0,31.9,18.74
E00825,2026-09-22 20:32:00,2026-09-22,Напрямок В,Штурмові дії,3.0,34.03,17.14
E00793,2026-09-22 20:51:00,2026-09-22,Напрямок Б,Удар БпЛА,4.0,22.71,21.57
E00816,2026-09-22 21:02:00,2026-09-22,Напрямок Б,Штурмові дії,2.0,21.5,25.01
E00824,2026-09-22 21:14:00,2026-09-22,Напрямок В,Удар БпЛА,2.0,37.53,16.46
E00819,2026-09-22 22:08:00,2026-09-22,Напрямок Б,Авіаудар (КАБ),5.0,18.8,24.56
E00821,2026-09-22 22:39:00,2026-09-22,Напрямок Б,Штурмові дії,4.0,20.94,22.98
E00805,2026-09-22 23:38:00,2026-09-22,Напрямок Б,Удар БпЛА,3.0,24.4,26.71
E00809,2026-09-22 02:48:00,2026-09-22,Напрямок Б,Артобстріл,2.0,23.48,21.92
E00660,2026-09-17 16:23:00,2026-09-17,Напрямок Б,Удар БпЛА,3.0,22.3,23.32
E00128,2026-08-28 21:50:00,2026-08-28,Напрямок В,Артобстріл,1.0,39.18,16.22
